Main_Topic,Unit,Topic_Title,Sub_Topic
COMPUTER SCIENCE FUNDAMENTALS,Module 87: Data Structures & Algorithms (DSA),"87.1 Arrays, Strings & Hashing","Prefix sums, difference arrays, and Kadane’s algorithm (max subarray)"
COMPUTER SCIENCE FUNDAMENTALS,Module 87: Data Structures & Algorithms (DSA),"87.1 Arrays, Strings & Hashing","Matrix traversal: spiral order, diagonal traversal, rotation"
COMPUTER SCIENCE FUNDAMENTALS,Module 87: Data Structures & Algorithms (DSA),"87.2 Linked Lists, Stacks & Queues","Singly linked list: insertion, deletion, reversal, cycle detection (Floyd’s algorithm)"
COMPUTER SCIENCE FUNDAMENTALS,Module 87: Data Structures & Algorithms (DSA),"87.2 Linked Lists, Stacks & Queues","Doubly linked list: LRU cache implementation, bidirectional traversal"
COMPUTER SCIENCE FUNDAMENTALS,Module 87: Data Structures & Algorithms (DSA),"87.2 Linked Lists, Stacks & Queues","Stacks: LIFO, monotonic stacks, expression evaluation, valid parentheses"
COMPUTER SCIENCE FUNDAMENTALS,Module 87: Data Structures & Algorithms (DSA),"87.2 Linked Lists, Stacks & Queues","Queues: FIFO, circular queue, priority queue (heap-based)"
COMPUTER SCIENCE FUNDAMENTALS,Module 87: Data Structures & Algorithms (DSA),"87.2 Linked Lists, Stacks & Queues","Deque (double-ended queue): sliding window maximum, BFS optimizations"
COMPUTER SCIENCE FUNDAMENTALS,Module 87: Data Structures & Algorithms (DSA),87.3 Trees & Graphs,"Binary trees: traversals (inorder, preorder, postorder, level-order), height, diameter"
COMPUTER SCIENCE FUNDAMENTALS,Module 87: Data Structures & Algorithms (DSA),87.3 Trees & Graphs,"Binary Search Trees (BST): insertion, deletion, search, balanced BSTs (AVL, Red-Black)"
COMPUTER SCIENCE FUNDAMENTALS,Module 87: Data Structures & Algorithms (DSA),87.3 Trees & Graphs,"Heaps: min-heap, max-heap, heapify, heap sort, top-K problems"
COMPUTER SCIENCE FUNDAMENTALS,Module 87: Data Structures & Algorithms (DSA),87.3 Trees & Graphs,"Tries: prefix trees, autocomplete, word search, dictionary operations"
COMPUTER SCIENCE FUNDAMENTALS,Module 87: Data Structures & Algorithms (DSA),87.3 Trees & Graphs,Segment trees and Fenwick trees (Binary Indexed Trees): range queries
COMPUTER SCIENCE FUNDAMENTALS,Module 87: Data Structures & Algorithms (DSA),87.3 Trees & Graphs,"Graph representations: adjacency list, adjacency matrix, edge list"
COMPUTER SCIENCE FUNDAMENTALS,Module 87: Data Structures & Algorithms (DSA),87.3 Trees & Graphs,"Graph traversal: BFS, DFS, connected components, topological sort"
COMPUTER SCIENCE FUNDAMENTALS,Module 87: Data Structures & Algorithms (DSA),87.3 Trees & Graphs,"Shortest path: Dijkstra’s, Bellman-Ford, Floyd-Warshall, A* algorithm"
COMPUTER SCIENCE FUNDAMENTALS,Module 87: Data Structures & Algorithms (DSA),87.3 Trees & Graphs,"Minimum spanning tree: Kruskal’s, Prim’s algorithms"
COMPUTER SCIENCE FUNDAMENTALS,Module 87: Data Structures & Algorithms (DSA),87.3 Trees & Graphs,"Union-Find (Disjoint Set Union): path compression, union by rank"
COMPUTER SCIENCE FUNDAMENTALS,Module 87: Data Structures & Algorithms (DSA),"87.4 Recursion, Backtracking & Dynamic Programming","Recursion: base cases, call stack, tail recursion, memoization"
COMPUTER SCIENCE FUNDAMENTALS,Module 87: Data Structures & Algorithms (DSA),"87.4 Recursion, Backtracking & Dynamic Programming","Backtracking: N-Queens, Sudoku solver, permutations, combinations, subsets"
COMPUTER SCIENCE FUNDAMENTALS,Module 87: Data Structures & Algorithms (DSA),"87.4 Recursion, Backtracking & Dynamic Programming","Dynamic Programming (DP): overlapping subproblems, optimal substructure"
COMPUTER SCIENCE FUNDAMENTALS,Module 87: Data Structures & Algorithms (DSA),"87.4 Recursion, Backtracking & Dynamic Programming","1D DP: Fibonacci, climbing stairs, house robber, coin change"
COMPUTER SCIENCE FUNDAMENTALS,Module 87: Data Structures & Algorithms (DSA),"87.4 Recursion, Backtracking & Dynamic Programming","2D DP: longest common subsequence, edit distance, knapsack (0/1 and unbounded)"
COMPUTER SCIENCE FUNDAMENTALS,Module 87: Data Structures & Algorithms (DSA),"87.4 Recursion, Backtracking & Dynamic Programming","Interval DP, bitmask DP, digit DP — advanced patterns"
COMPUTER SCIENCE FUNDAMENTALS,Module 87: Data Structures & Algorithms (DSA),"87.4 Recursion, Backtracking & Dynamic Programming","DP on trees and graphs: tree diameter, longest path in DAG"
COMPUTER SCIENCE FUNDAMENTALS,Module 87: Data Structures & Algorithms (DSA),"87.5 Sorting, Searching & Complexity Analysis","Sorting algorithms: bubble, selection, insertion, merge sort, quicksort, counting, radix"
COMPUTER SCIENCE FUNDAMENTALS,Module 87: Data Structures & Algorithms (DSA),"87.5 Sorting, Searching & Complexity Analysis","Time complexity: best, average, worst case; amortized analysis"
COMPUTER SCIENCE FUNDAMENTALS,Module 87: Data Structures & Algorithms (DSA),"87.5 Sorting, Searching & Complexity Analysis","Binary search: sorted arrays, rotated arrays, search space reduction, bisect library"
COMPUTER SCIENCE FUNDAMENTALS,Module 87: Data Structures & Algorithms (DSA),"87.5 Sorting, Searching & Complexity Analysis","Greedy algorithms: activity selection, Huffman coding, interval scheduling"
COMPUTER SCIENCE FUNDAMENTALS,Module 87: Data Structures & Algorithms (DSA),"87.5 Sorting, Searching & Complexity Analysis","Divide and conquer: merge sort, closest pair, Strassen’s multiplication"
COMPUTER SCIENCE FUNDAMENTALS,Module 87: Data Structures & Algorithms (DSA),"87.5 Sorting, Searching & Complexity Analysis","Big-O, Big-Ω, Big-Θ notation: formal definitions and practical analysis"
COMPUTER SCIENCE FUNDAMENTALS,Module 87: Data Structures & Algorithms (DSA),"87.5 Sorting, Searching & Complexity Analysis","Space complexity analysis: in-place algorithms, auxiliary space"
COMPUTER SCIENCE FUNDAMENTALS,Module 87: Data Structures & Algorithms (DSA),"87.5 Sorting, Searching & Complexity Analysis","NP-completeness: P vs. NP, NP-hard problems, approximation algorithms (overview)"
COMPUTER SCIENCE FUNDAMENTALS,Module 87: Data Structures & Algorithms (DSA),"87.5 Sorting, Searching & Complexity Analysis","Coding interview patterns: LeetCode top patterns, time management, problem-solving strategies"
COMPUTER SCIENCE FUNDAMENTALS,Module 88: Operating System Concepts,88.1 Process & Thread Management,"Process lifecycle: creation (fork/exec), states (ready, running, waiting, terminated)"
COMPUTER SCIENCE FUNDAMENTALS,Module 88: Operating System Concepts,88.1 Process & Thread Management,"Process Control Block (PCB), context switching overhead"
COMPUTER SCIENCE FUNDAMENTALS,Module 88: Operating System Concepts,88.1 Process & Thread Management,"Threads: user threads vs. kernel threads, thread pools, thread safety"
COMPUTER SCIENCE FUNDAMENTALS,Module 88: Operating System Concepts,88.1 Process & Thread Management,"Concurrency vs. parallelism: multi-core processing, Amdahl’s law"
COMPUTER SCIENCE FUNDAMENTALS,Module 88: Operating System Concepts,88.1 Process & Thread Management,"Inter-process communication (IPC): pipes, message queues, shared memory, sockets, signals"
COMPUTER SCIENCE FUNDAMENTALS,Module 88: Operating System Concepts,88.1 Process & Thread Management,"CPU scheduling: FCFS, SJF, Round Robin, priority scheduling, multilevel queue"
COMPUTER SCIENCE FUNDAMENTALS,Module 88: Operating System Concepts,88.2 Memory Management,"Memory hierarchy: registers, cache (L1/L2/L3), RAM, SSD/HDD — latency numbers"
COMPUTER SCIENCE FUNDAMENTALS,Module 88: Operating System Concepts,88.2 Memory Management,"Virtual memory: paging, page tables, TLB (Translation Lookaside Buffer)"
COMPUTER SCIENCE FUNDAMENTALS,Module 88: Operating System Concepts,88.2 Memory Management,"Page replacement algorithms: LRU, FIFO, Optimal, Clock algorithm"
COMPUTER SCIENCE FUNDAMENTALS,Module 88: Operating System Concepts,88.2 Memory Management,"Memory allocation: contiguous, segmentation, paging, buddy system"
COMPUTER SCIENCE FUNDAMENTALS,Module 88: Operating System Concepts,88.2 Memory Management,"Garbage collection: reference counting, mark-and-sweep, generational GC"
COMPUTER SCIENCE FUNDAMENTALS,Module 88: Operating System Concepts,88.2 Memory Management,"Memory-mapped files, copy-on-write, demand paging, thrashing"
COMPUTER SCIENCE FUNDAMENTALS,Module 88: Operating System Concepts,88.3 File Systems & Storage,"File system concepts: inodes, directories, file descriptors, hard/soft links"
COMPUTER SCIENCE FUNDAMENTALS,Module 88: Operating System Concepts,88.3 File Systems & Storage,"File systems: ext4, XFS, NTFS, ZFS, Btrfs — features and trade-offs"
COMPUTER SCIENCE FUNDAMENTALS,Module 88: Operating System Concepts,88.3 File Systems & Storage,"I/O management: buffered vs. direct I/O, async I/O (io_uring, epoll)"
COMPUTER SCIENCE FUNDAMENTALS,Module 88: Operating System Concepts,88.3 File Systems & Storage,"RAID levels: RAID 0, 1, 5, 6, 10 — redundancy and performance"
COMPUTER SCIENCE FUNDAMENTALS,Module 88: Operating System Concepts,88.3 File Systems & Storage,"Disk scheduling: SCAN, C-SCAN, LOOK algorithms"
COMPUTER SCIENCE FUNDAMENTALS,Module 88: Operating System Concepts,88.4 Synchronization & Deadlocks,"Race conditions, critical sections, mutual exclusion"
COMPUTER SCIENCE FUNDAMENTALS,Module 88: Operating System Concepts,88.4 Synchronization & Deadlocks,"Synchronization primitives: mutex, semaphore, spinlock, read-write locks, condition variables"
COMPUTER SCIENCE FUNDAMENTALS,Module 88: Operating System Concepts,88.4 Synchronization & Deadlocks,"Classic problems: producer-consumer, readers-writers, dining philosophers"
COMPUTER SCIENCE FUNDAMENTALS,Module 88: Operating System Concepts,88.4 Synchronization & Deadlocks,"Deadlock: conditions (mutual exclusion, hold-and-wait, no preemption, circular wait)"
COMPUTER SCIENCE FUNDAMENTALS,Module 88: Operating System Concepts,88.4 Synchronization & Deadlocks,"Deadlock prevention, avoidance (Banker’s algorithm), detection, and recovery"
COMPUTER SCIENCE FUNDAMENTALS,Module 88: Operating System Concepts,88.4 Synchronization & Deadlocks,Lock-free and wait-free data structures: CAS (Compare-And-Swap) operations
COMPUTER SCIENCE FUNDAMENTALS,Module 89: Computer Networking Fundamentals,89.1 Network Models & Protocols,"OSI 7-layer model: physical, data link, network, transport, session, presentation, application"
COMPUTER SCIENCE FUNDAMENTALS,Module 89: Computer Networking Fundamentals,89.1 Network Models & Protocols,"TCP/IP model: link, internet, transport, application layers"
COMPUTER SCIENCE FUNDAMENTALS,Module 89: Computer Networking Fundamentals,89.1 Network Models & Protocols,"IP addressing: IPv4, IPv6, subnetting, CIDR notation, NAT"
COMPUTER SCIENCE FUNDAMENTALS,Module 89: Computer Networking Fundamentals,89.1 Network Models & Protocols,"TCP: three-way handshake, flow control, congestion control (slow start, AIMD), reliability"
COMPUTER SCIENCE FUNDAMENTALS,Module 89: Computer Networking Fundamentals,89.1 Network Models & Protocols,"UDP: connectionless, use cases (DNS, streaming, gaming, QUIC)"
COMPUTER SCIENCE FUNDAMENTALS,Module 89: Computer Networking Fundamentals,89.1 Network Models & Protocols,"DNS: recursive/iterative resolution, A/AAAA/CNAME/MX records, DNS caching, TTL"
COMPUTER SCIENCE FUNDAMENTALS,Module 89: Computer Networking Fundamentals,89.2 Application Layer Protocols,"HTTP/1.1: persistent connections, pipelining, chunked transfer, keep-alive"
COMPUTER SCIENCE FUNDAMENTALS,Module 89: Computer Networking Fundamentals,89.2 Application Layer Protocols,"HTTP/2: multiplexing, header compression (HPACK), server push, binary framing"
COMPUTER SCIENCE FUNDAMENTALS,Module 89: Computer Networking Fundamentals,89.2 Application Layer Protocols,"HTTP/3: QUIC protocol, UDP-based, 0-RTT handshake, connection migration"
COMPUTER SCIENCE FUNDAMENTALS,Module 89: Computer Networking Fundamentals,89.2 Application Layer Protocols,"HTTPS: TLS 1.3 handshake, certificate chain, cipher suites, certificate pinning"
COMPUTER SCIENCE FUNDAMENTALS,Module 89: Computer Networking Fundamentals,89.2 Application Layer Protocols,"WebSocket protocol: upgrade handshake, full-duplex, ping/pong frames"
COMPUTER SCIENCE FUNDAMENTALS,Module 89: Computer Networking Fundamentals,89.2 Application Layer Protocols,"gRPC: HTTP/2-based, protobuf serialization, streaming modes, load balancing"
COMPUTER SCIENCE FUNDAMENTALS,Module 89: Computer Networking Fundamentals,89.2 Application Layer Protocols,"REST vs. GraphQL vs. gRPC: trade-offs, when to use each"
COMPUTER SCIENCE FUNDAMENTALS,Module 89: Computer Networking Fundamentals,89.2 Application Layer Protocols,"SMTP, FTP, SSH protocols: overview and use cases"
COMPUTER SCIENCE FUNDAMENTALS,Module 89: Computer Networking Fundamentals,89.3 Network Security & Performance,"Firewalls: stateful vs. stateless, ACLs, DMZ architecture"
COMPUTER SCIENCE FUNDAMENTALS,Module 89: Computer Networking Fundamentals,89.3 Network Security & Performance,"VPN: IPSec, WireGuard, OpenVPN — tunneling and encryption"
COMPUTER SCIENCE FUNDAMENTALS,Module 89: Computer Networking Fundamentals,89.3 Network Security & Performance,"Load balancing algorithms: round robin, least connections, IP hash, consistent hashing"
COMPUTER SCIENCE FUNDAMENTALS,Module 89: Computer Networking Fundamentals,89.3 Network Security & Performance,"CDN architecture: edge servers, cache invalidation, origin shielding"
COMPUTER SCIENCE FUNDAMENTALS,Module 89: Computer Networking Fundamentals,89.3 Network Security & Performance,"Network troubleshooting: ping, traceroute, nslookup, dig, netstat, tcpdump, Wireshark"
COMPUTER SCIENCE FUNDAMENTALS,Module 89: Computer Networking Fundamentals,89.3 Network Security & Performance,"Latency optimization: TCP tuning, connection pooling, HTTP/2 multiplexing, edge computing"
COMPUTER SCIENCE FUNDAMENTALS,Module 89: Computer Networking Fundamentals,89.3 Network Security & Performance,"WebRTC: peer-to-peer communication, STUN/TURN servers, real-time media"
COMPUTER SCIENCE FUNDAMENTALS,Module 90: Linux & Shell Scripting,90.1 Linux Fundamentals,"Linux distributions: Ubuntu, CentOS/RHEL, Debian, Alpine, Amazon Linux — choosing for servers"
COMPUTER SCIENCE FUNDAMENTALS,Module 90: Linux & Shell Scripting,90.1 Linux Fundamentals,"File system hierarchy: /, /etc, /var, /home, /usr, /opt, /tmp, /proc, /dev"
COMPUTER SCIENCE FUNDAMENTALS,Module 90: Linux & Shell Scripting,90.1 Linux Fundamentals,"Users and permissions: chmod, chown, chgrp, umask, sudo, /etc/passwd, /etc/shadow"
COMPUTER SCIENCE FUNDAMENTALS,Module 90: Linux & Shell Scripting,90.1 Linux Fundamentals,"File operations: ls, cd, cp, mv, rm, mkdir, find, locate, ln (hard/symbolic links)"
COMPUTER SCIENCE FUNDAMENTALS,Module 90: Linux & Shell Scripting,90.1 Linux Fundamentals,"Text processing: cat, head, tail, less, grep, sed, awk, cut, sort, uniq, wc, tr, tee"
COMPUTER SCIENCE FUNDAMENTALS,Module 90: Linux & Shell Scripting,90.1 Linux Fundamentals,"Package management: apt (Debian/Ubuntu), yum/dnf (RHEL/CentOS), apk (Alpine), snap"
COMPUTER SCIENCE FUNDAMENTALS,Module 90: Linux & Shell Scripting,90.1 Linux Fundamentals,"File compression: tar, gzip, bzip2, zip/unzip, xz"
COMPUTER SCIENCE FUNDAMENTALS,Module 90: Linux & Shell Scripting,90.2 Process & System Administration,"Process management: ps, top, htop, kill, killall, nohup, &, jobs, fg, bg"
COMPUTER SCIENCE FUNDAMENTALS,Module 90: Linux & Shell Scripting,90.2 Process & System Administration,"Service management: systemd, systemctl (start, stop, enable, status), journalctl"
COMPUTER SCIENCE FUNDAMENTALS,Module 90: Linux & Shell Scripting,90.2 Process & System Administration,"Cron jobs: crontab syntax, scheduling, /etc/crontab, anacron for missed jobs"
COMPUTER SCIENCE FUNDAMENTALS,Module 90: Linux & Shell Scripting,90.2 Process & System Administration,"Disk management: df, du, fdisk, lsblk, mount/umount, fstab"
COMPUTER SCIENCE FUNDAMENTALS,Module 90: Linux & Shell Scripting,90.2 Process & System Administration,"Networking tools: ifconfig/ip, netstat/ss, curl, wget, scp, rsync, ssh, ssh-keygen"
COMPUTER SCIENCE FUNDAMENTALS,Module 90: Linux & Shell Scripting,90.2 Process & System Administration,"Environment variables: export, .bashrc, .profile, PATH, printenv"
COMPUTER SCIENCE FUNDAMENTALS,Module 90: Linux & Shell Scripting,90.2 Process & System Administration,"System monitoring: uptime, free, vmstat, iostat, sar, dmesg"
COMPUTER SCIENCE FUNDAMENTALS,Module 90: Linux & Shell Scripting,90.3 Bash Scripting,"Shebang (#!/bin/bash), script execution, exit codes"
COMPUTER SCIENCE FUNDAMENTALS,Module 90: Linux & Shell Scripting,90.3 Bash Scripting,"Variables: declaration, strings, arithmetic, arrays, associative arrays"
COMPUTER SCIENCE FUNDAMENTALS,Module 90: Linux & Shell Scripting,90.3 Bash Scripting,"Control structures: if/elif/else, case, for, while, until loops"
COMPUTER SCIENCE FUNDAMENTALS,Module 90: Linux & Shell Scripting,90.3 Bash Scripting,"Functions: definition, arguments ($1, $2, $@, $#), return values, local variables"
COMPUTER SCIENCE FUNDAMENTALS,Module 90: Linux & Shell Scripting,90.3 Bash Scripting,"Input/output: read, echo, printf, heredoc, redirection (>, >>, 2>, &>, |)"
COMPUTER SCIENCE FUNDAMENTALS,Module 90: Linux & Shell Scripting,90.3 Bash Scripting,"String manipulation: substring, replacement, length, pattern matching in bash"
COMPUTER SCIENCE FUNDAMENTALS,Module 90: Linux & Shell Scripting,90.3 Bash Scripting,"File testing: -f, -d, -e, -r, -w, -x, -s operators"
COMPUTER SCIENCE FUNDAMENTALS,Module 90: Linux & Shell Scripting,90.3 Bash Scripting,"Error handling: set -e, set -o pipefail, trap for cleanup"
COMPUTER SCIENCE FUNDAMENTALS,Module 90: Linux & Shell Scripting,90.3 Bash Scripting,"Practical scripts: log rotation, backup automation, deployment scripts, health checks"
COMPUTER SCIENCE FUNDAMENTALS,Module 90: Linux & Shell Scripting,90.3 Bash Scripting,"Advanced: xargs, parallel execution, process substitution, named pipes (FIFOs)"
COMPUTER SCIENCE FUNDAMENTALS,Module 91: Software Design Patterns & SOLID Principles,91.1 SOLID Principles,Single Responsibility Principle (SRP): one reason to change per class/module
COMPUTER SCIENCE FUNDAMENTALS,Module 91: Software Design Patterns & SOLID Principles,91.1 SOLID Principles,"Open/Closed Principle (OCP): open for extension, closed for modification"
COMPUTER SCIENCE FUNDAMENTALS,Module 91: Software Design Patterns & SOLID Principles,91.1 SOLID Principles,Liskov Substitution Principle (LSP): subtypes must be substitutable for base types
COMPUTER SCIENCE FUNDAMENTALS,Module 91: Software Design Patterns & SOLID Principles,91.1 SOLID Principles,"Interface Segregation Principle (ISP): prefer small, specific interfaces"
COMPUTER SCIENCE FUNDAMENTALS,Module 91: Software Design Patterns & SOLID Principles,91.1 SOLID Principles,"Dependency Inversion Principle (DIP): depend on abstractions, not concretions"
COMPUTER SCIENCE FUNDAMENTALS,Module 91: Software Design Patterns & SOLID Principles,91.1 SOLID Principles,Applying SOLID in Python and JavaScript/TypeScript: practical examples
COMPUTER SCIENCE FUNDAMENTALS,Module 91: Software Design Patterns & SOLID Principles,91.2 Creational Patterns,"Singleton: ensuring single instance, thread safety, Python module-level singletons"
COMPUTER SCIENCE FUNDAMENTALS,Module 91: Software Design Patterns & SOLID Principles,91.2 Creational Patterns,Factory Method: creating objects without specifying exact class
COMPUTER SCIENCE FUNDAMENTALS,Module 91: Software Design Patterns & SOLID Principles,91.2 Creational Patterns,Abstract Factory: families of related objects
COMPUTER SCIENCE FUNDAMENTALS,Module 91: Software Design Patterns & SOLID Principles,91.2 Creational Patterns,Builder: step-by-step complex object construction
COMPUTER SCIENCE FUNDAMENTALS,Module 91: Software Design Patterns & SOLID Principles,91.2 Creational Patterns,"Prototype: cloning objects, deep vs. shallow copy"
COMPUTER SCIENCE FUNDAMENTALS,Module 91: Software Design Patterns & SOLID Principles,91.3 Structural Patterns,"Adapter: incompatible interface bridging, wrapper pattern"
COMPUTER SCIENCE FUNDAMENTALS,Module 91: Software Design Patterns & SOLID Principles,91.3 Structural Patterns,"Decorator: adding behavior dynamically, Python decorators vs. GoF Decorator"
COMPUTER SCIENCE FUNDAMENTALS,Module 91: Software Design Patterns & SOLID Principles,91.3 Structural Patterns,Facade: simplified interface to complex subsystems
COMPUTER SCIENCE FUNDAMENTALS,Module 91: Software Design Patterns & SOLID Principles,91.3 Structural Patterns,"Proxy: access control, lazy loading, caching proxy"
COMPUTER SCIENCE FUNDAMENTALS,Module 91: Software Design Patterns & SOLID Principles,91.3 Structural Patterns,"Composite: tree structures, recursive composition"
COMPUTER SCIENCE FUNDAMENTALS,Module 91: Software Design Patterns & SOLID Principles,91.3 Structural Patterns,Bridge: separating abstraction from implementation
COMPUTER SCIENCE FUNDAMENTALS,Module 91: Software Design Patterns & SOLID Principles,91.4 Behavioral Patterns,"Observer: event-driven systems, pub/sub, reactive patterns"
COMPUTER SCIENCE FUNDAMENTALS,Module 91: Software Design Patterns & SOLID Principles,91.4 Behavioral Patterns,"Strategy: interchangeable algorithms, dependency injection"
COMPUTER SCIENCE FUNDAMENTALS,Module 91: Software Design Patterns & SOLID Principles,91.4 Behavioral Patterns,"Command: encapsulating requests, undo/redo, task queuing"
COMPUTER SCIENCE FUNDAMENTALS,Module 91: Software Design Patterns & SOLID Principles,91.4 Behavioral Patterns,"State: object behavior changes based on internal state, state machines"
COMPUTER SCIENCE FUNDAMENTALS,Module 91: Software Design Patterns & SOLID Principles,91.4 Behavioral Patterns,Template Method: algorithm skeleton with customizable steps
COMPUTER SCIENCE FUNDAMENTALS,Module 91: Software Design Patterns & SOLID Principles,91.4 Behavioral Patterns,"Chain of Responsibility: middleware, request processing pipelines"
COMPUTER SCIENCE FUNDAMENTALS,Module 91: Software Design Patterns & SOLID Principles,91.4 Behavioral Patterns,"Iterator: sequential access without exposing internals, Python iterators/generators"
COMPUTER SCIENCE FUNDAMENTALS,Module 91: Software Design Patterns & SOLID Principles,91.4 Behavioral Patterns,Mediator: reducing direct dependencies between components
COMPUTER SCIENCE FUNDAMENTALS,Module 91: Software Design Patterns & SOLID Principles,91.5 Architectural Patterns,"MVC (Model-View-Controller): separation of concerns, Django/Flask implementation"
COMPUTER SCIENCE FUNDAMENTALS,Module 91: Software Design Patterns & SOLID Principles,91.5 Architectural Patterns,MVVM (Model-View-ViewModel): React state management mapping
COMPUTER SCIENCE FUNDAMENTALS,Module 91: Software Design Patterns & SOLID Principles,91.5 Architectural Patterns,Repository pattern: abstracting data persistence layer
COMPUTER SCIENCE FUNDAMENTALS,Module 91: Software Design Patterns & SOLID Principles,91.5 Architectural Patterns,Unit of Work: transactional consistency across repositories
COMPUTER SCIENCE FUNDAMENTALS,Module 91: Software Design Patterns & SOLID Principles,91.5 Architectural Patterns,CQRS: separating read and write models for scalability
COMPUTER SCIENCE FUNDAMENTALS,Module 91: Software Design Patterns & SOLID Principles,91.5 Architectural Patterns,"Event-driven architecture: event sourcing, domain events, eventual consistency"
COMPUTER SCIENCE FUNDAMENTALS,Module 91: Software Design Patterns & SOLID Principles,91.5 Architectural Patterns,Hexagonal architecture (Ports & Adapters): decoupling business logic from infrastructure
COMPUTER SCIENCE FUNDAMENTALS,Module 91: Software Design Patterns & SOLID Principles,91.5 Architectural Patterns,"Clean Architecture: dependency rule, layers (entities, use cases, adapters, frameworks)"
COMPUTER SCIENCE FUNDAMENTALS,Module 91: Software Design Patterns & SOLID Principles,91.5 Architectural Patterns,"Domain-Driven Design (DDD): bounded contexts, aggregates, entities, value objects, domain events"
DATA PLATFORMS & VISUALIZATION,Module 92: Snowflake Data Cloud,92.1 Snowflake Architecture & Fundamentals,"Snowflake overview: cloud-native data warehouse, multi-cluster shared data architecture"
DATA PLATFORMS & VISUALIZATION,Module 92: Snowflake Data Cloud,92.1 Snowflake Architecture & Fundamentals,"Three-layer architecture: storage layer, compute layer (virtual warehouses), cloud services layer"
DATA PLATFORMS & VISUALIZATION,Module 92: Snowflake Data Cloud,92.1 Snowflake Architecture & Fundamentals,"Snowflake editions: Standard, Enterprise, Business Critical, VPS — feature comparison"
DATA PLATFORMS & VISUALIZATION,Module 92: Snowflake Data Cloud,92.1 Snowflake Architecture & Fundamentals,"Supported cloud platforms: AWS, Azure, GCP — cross-cloud data sharing"
DATA PLATFORMS & VISUALIZATION,Module 92: Snowflake Data Cloud,92.1 Snowflake Architecture & Fundamentals,"Snowflake objects: databases, schemas, tables (permanent, transient, temporary), views"
DATA PLATFORMS & VISUALIZATION,Module 92: Snowflake Data Cloud,92.1 Snowflake Architecture & Fundamentals,"Data loading: COPY INTO, Snowpipe (continuous loading), external stages (S3, GCS, Azure Blob)"
DATA PLATFORMS & VISUALIZATION,Module 92: Snowflake Data Cloud,92.1 Snowflake Architecture & Fundamentals,"File formats: CSV, JSON, Parquet, Avro, ORC — semi-structured data handling with VARIANT"
DATA PLATFORMS & VISUALIZATION,Module 92: Snowflake Data Cloud,92.2 Snowflake SQL & Performance,"Snowflake SQL: standard SQL, window functions, CTEs, QUALIFY clause, LATERAL FLATTEN"
DATA PLATFORMS & VISUALIZATION,Module 92: Snowflake Data Cloud,92.2 Snowflake SQL & Performance,"Semi-structured data: VARIANT type, dot notation, FLATTEN, PARSE_JSON, OBJECT_CONSTRUCT"
DATA PLATFORMS & VISUALIZATION,Module 92: Snowflake Data Cloud,92.2 Snowflake SQL & Performance,"Virtual warehouses: sizing (XS to 6XL), auto-scaling, auto-suspend, multi-cluster warehouses"
DATA PLATFORMS & VISUALIZATION,Module 92: Snowflake Data Cloud,92.2 Snowflake SQL & Performance,"Query optimization: query profiling, pruning, clustering keys, search optimization service"
DATA PLATFORMS & VISUALIZATION,Module 92: Snowflake Data Cloud,92.2 Snowflake SQL & Performance,"Micro-partitions: automatic partitioning, columnar storage, metadata-based pruning"
DATA PLATFORMS & VISUALIZATION,Module 92: Snowflake Data Cloud,92.2 Snowflake SQL & Performance,"Caching: result cache, local disk cache, metadata cache — cost savings"
DATA PLATFORMS & VISUALIZATION,Module 92: Snowflake Data Cloud,92.2 Snowflake SQL & Performance,"Materialized views, dynamic tables, and streams for incremental processing"
DATA PLATFORMS & VISUALIZATION,Module 92: Snowflake Data Cloud,92.3 Snowflake Advanced Features,"Time Travel: querying historical data (up to 90 days), UNDROP, AT/BEFORE clauses"
DATA PLATFORMS & VISUALIZATION,Module 92: Snowflake Data Cloud,92.3 Snowflake Advanced Features,Fail-safe: 7-day disaster recovery beyond Time Travel
DATA PLATFORMS & VISUALIZATION,Module 92: Snowflake Data Cloud,92.3 Snowflake Advanced Features,"Data sharing: secure data sharing, Snowflake Marketplace, data exchange, reader accounts"
DATA PLATFORMS & VISUALIZATION,Module 92: Snowflake Data Cloud,92.3 Snowflake Advanced Features,"Snowpark: DataFrame API for Python, Java, Scala — pushing compute to Snowflake"
DATA PLATFORMS & VISUALIZATION,Module 92: Snowflake Data Cloud,92.3 Snowflake Advanced Features,"Snowflake ML: Snowpark ML, feature engineering, model training, model registry"
DATA PLATFORMS & VISUALIZATION,Module 92: Snowflake Data Cloud,92.3 Snowflake Advanced Features,"Snowflake Cortex: LLM functions (COMPLETE, SUMMARIZE, TRANSLATE, SENTIMENT), vector search"
DATA PLATFORMS & VISUALIZATION,Module 92: Snowflake Data Cloud,92.3 Snowflake Advanced Features,"Tasks and streams: change data capture (CDC), task scheduling, DAGs"
DATA PLATFORMS & VISUALIZATION,Module 92: Snowflake Data Cloud,92.3 Snowflake Advanced Features,"Roles and access control: RBAC, DAC, row-level security, column-level masking, tagging"
DATA PLATFORMS & VISUALIZATION,Module 92: Snowflake Data Cloud,92.3 Snowflake Advanced Features,"Cost management: warehouse monitoring, resource monitors, query tagging, credit usage tracking"
DATA PLATFORMS & VISUALIZATION,Module 93: Apache Hadoop Ecosystem,93.1 Hadoop Core Components,"Hadoop overview: history, distributed computing paradigm, HDFS + MapReduce + YARN"
